Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS HFOM (ft),GPS VFOM (ft),GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),NAV Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS/Mag 1 Status,SFD AHRS Status,AHRS 1 Dev (%),SFD AHRS Dev (%),Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Amps,Fuel Flow (gal/hour),CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),EVENT (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,HFOM,VFOM,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NAV1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,E1 FFlow,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,
2024-01-10,14:26:32,19:26:32,-05:00,+31.8833458,-81.5593585,18,3D (PFD1),329209.7,0.0,,0,0,-0.00,241.5,20,20,9,50,39,5,0.0,0,-0.02,-0.00,0.001,1.039,+6.389,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,319,,,,040007FF N32 N32 *,480017FF N100 N100,6,3,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,197,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:33,19:26:33,-05:00,+31.8833458,-81.5593585,18,3D (PFD1),329210.7,0.0,,0,0,0.00,241.4,20,20,9,50,39,4,0.0,0,-0.03,0.02,-0.000,1.039,+6.289,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,320,,,,040007FF N35 N35 *,480017FF N100 N100,6,3,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,197,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:34,19:26:34,-05:00,+31.8833458,-81.5593585,18,3D (PFD1),329211.7,0.0,,0,0,-0.00,241.4,20,20,9,50,39,10,0.1,0,0.03,0.02,0.001,1.040,+7.597,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,320,,,,040007FF N39 N39 *,480017FF N100 N100,6,2,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:35,19:26:35,-05:00,+31.8833458,-81.5593585,18,3D (PFD1),329212.7,0.0,,0,0,-0.00,241.4,20,20,9,50,39,3,0.1,0,-0.02,0.00,0.002,1.039,+10.895,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,321,,,,040007FF N43 N43 *,480017FF N100 N100,6,3,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:36,19:26:36,-05:00,+31.8833458,-81.5593585,18,3D (PFD1),329213.7,0.0,,0,0,-0.00,241.5,20,20,9,50,39,1,0.0,0,0.00,0.04,-0.002,1.037,+14.777,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,322,,,,040007FF N46 N46 *,480017FF N100 N100,8,4,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:37,19:26:37,-05:00,+31.8833458,-81.5593586,18,3D (PFD1),329214.7,0.0,,0,0,0.00,241.5,20,20,9,50,39,5,0.0,0,0.00,-0.00,-0.005,1.039,+17.601,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,322,,,,040007FF N50 N50 *,480017FF N100 N100,6,4,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:38,19:26:38,-05:00,+31.8833458,-81.5593586,18,3D (PFD1),329215.7,0.0,,0,0,-0.00,241.5,20,20,9,50,39,8,-0.0,0,-0.02,0.01,-0.002,1.039,+18.360,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,323,,,,040007FF N54 N54 *,480017FF N100 N100,7,5,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,218,225,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:39,19:26:39,-05:00,+31.8833458,-81.5593586,18,3D (PFD1),329216.7,0.0,,0,0,-0.00,241.5,20,20,9,50,39,4,0.0,0,-0.00,0.02,-0.001,1.042,+18.053,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,324,,,,040007FF N58 N58 *,480017FF N100 N100,7,4,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,217,224,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:40,19:26:40,-05:00,+31.8833458,-81.5593587,18,3D (PFD1),329217.7,0.0,,0,0,0.00,241.5,20,20,9,50,40,1,0.0,-0,0.00,0.02,-0.001,1.040,+16.391,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,325,,,,040007FF N62 N62 *,480017FF N100 N100,6,2,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,217,224,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:41,19:26:41,-05:00,+31.8833458,-81.5593587,18,3D (PFD1),329218.7,0.0,,0,0,-0.00,241.4,20,20,9,50,39,-7,0.2,0,-0.06,0.05,-0.001,1.039,+15.697,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,326,,,,040007FF N64 N64 *,480017FF N100 N100,5,2,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,217,224,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:42,19:26:42,-05:00,+31.8833458,-81.5593587,18,3D (PFD1),329219.7,0.0,,0,0,0.00,241.5,20,20,9,50,39,-6,0.4,0,-0.04,-0.00,0.001,1.040,+15.496,,195,,,,29.91,,111.350,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,326,,,,040007FF N68 N68 *,480017FF N100 N100,5,2,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,217,224,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
2024-01-10,14:26:43,19:26:43,-05:00,+31.8833458,-81.5593587,18,3D (PFD1),329220.7,0.0,,0,0,-0.00,241.5,20,20,9,50,39,-2,0.3,0,-0.04,-0.01,0.002,1.039,+15.471,,195,,,,29.91,,111.350,GPS1,WPT MSG,,,,,,,,ENR,,,,,,,,,,,,,,,,,,7.0,17.2,326,,,,040007FF N71 N71 *,480017FF N100 N100,6,3,,,,169,18,18,6.7,0,0,29.5,12.4,0,0.0,196,217,224,223,160,190,185,175,0,0,VOLTS / AMPS / FUEL PRESS,
